MatchID,Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeCorners,AwayCorners,HomeFouls,AwayFouls,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,HadStatError,HomeWin,AwayWin,Draw,Result,HomePoints,AwayPoints,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,YellowCardsDiff,RedCardsDiff,GoalDiff,HalfTimeGoalDiff,TotalGoals,HomeShotAccuracy,HomeConversion,AwayShotAccuracy,AwayConversion,ShotAccuracyDiff
5966,2015/16,2016-05-02,Chelsea,Tottenham,2,2,D,0,2,A,13.0,16.0,5.0,5.0,7,8,9,20,3,9,0,0,False,0,0,1,Draw,1,1,-3.0,0.0,-1,-11,-6,0,0,-2,4,0.38461538461538464,0.4,0.3125,0.4,0.07211538461538464
5967,2015/16,2016-05-07,Aston Villa,Newcastle,0,0,D,0,0,D,2.0,9.0,0.0,3.0,0,5,8,13,1,1,0,0,False,0,0,1,Draw,1,1,-7.0,-3.0,-5,-5,0,0,0,0,0,0.0,,0.3333333333333333,0.0,-0.3333333333333333
5968,2015/16,2016-05-07,Bournemouth,West Brom,1,1,D,0,1,A,12.0,12.0,4.0,4.0,5,3,5,8,2,1,0,0,False,0,0,1,Draw,1,1,0.0,0.0,2,-3,1,0,0,-1,2,0.3333333333333333,0.25,0.3333333333333333,0.25,0.0
5969,2015/16,2016-05-07,Crystal Palace,Stoke,2,1,H,0,1,A,17.0,12.0,4.0,3.0,4,3,8,18,2,3,0,0,False,1,0,0,HomeWin,3,0,5.0,1.0,1,-10,-1,0,1,-1,3,0.23529411764705882,0.5,0.25,0.3333333333333333,-0.01470588235294118
5970,2015/16,2016-05-07,Leicester,Everton,3,1,H,2,0,H,32.0,9.0,8.0,5.0,12,4,4,12,0,3,0,0,False,1,0,0,HomeWin,3,0,23.0,3.0,8,-8,-3,0,2,2,4,0.25,0.375,0.5555555555555556,0.2,-0.3055555555555556
5971,2015/16,2016-05-07,Norwich,Man United,0,1,A,0,0,D,8.0,15.0,2.0,2.0,1,6,11,10,1,0,0,0,False,0,1,0,AwayWin,0,3,-7.0,0.0,-5,1,1,0,-1,0,1,0.25,0.0,0.13333333333333333,0.5,0.11666666666666667
5972,2015/16,2016-05-07,Sunderland,Chelsea,3,2,H,1,2,A,15.0,9.0,4.0,8.0,3,3,11,9,4,1,0,1,False,1,0,0,HomeWin,3,0,6.0,-4.0,0,2,3,-1,1,-1,5,0.26666666666666666,0.75,0.8888888888888888,0.25,-0.6222222222222222
5973,2015/16,2016-05-07,West Ham,Swansea,1,4,A,0,2,A,25.0,13.0,7.0,6.0,13,3,11,8,3,0,0,0,False,0,1,0,AwayWin,0,3,12.0,1.0,10,3,3,0,-3,-2,5,0.28,0.14285714285714285,0.46153846153846156,0.6666666666666666,-0.18153846153846154
5974,2015/16,2016-05-08,Liverpool,Watford,2,0,H,1,0,H,19.0,14.0,5.0,3.0,8,8,10,15,1,2,0,0,False,1,0,0,HomeWin,3,0,5.0,2.0,0,-5,-1,0,2,1,2,0.2631578947368421,0.4,0.21428571428571427,0.0,0.04887218045112782
5975,2015/16,2016-05-08,Man City,Arsenal,2,2,D,1,1,D,14.0,5.0,3.0,2.0,7,2,16,10,2,1,0,0,False,0,0,1,Draw,1,1,9.0,1.0,5,6,1,0,0,0,4,0.21428571428571427,0.6666666666666666,0.4,1.0,-0.18571428571428575
5976,2015/16,2016-05-08,Tottenham,Southampton,1,2,A,1,1,D,20.0,10.0,6.0,2.0,10,2,8,16,0,3,0,0,False,0,1,0,AwayWin,0,3,10.0,4.0,8,-8,-3,0,-1,0,3,0.3,0.16666666666666666,0.2,1.0,0.09999999999999998
5977,2015/16,2016-05-10,West Ham,Man United,3,2,H,1,0,H,20.0,3.0,6.0,2.0,6,2,6,18,1,3,0,0,False,1,0,0,HomeWin,3,0,17.0,4.0,4,-12,-2,0,1,1,5,0.3,0.5,0.6666666666666666,1.0,-0.36666666666666664
5978,2015/16,2016-05-11,Liverpool,Chelsea,1,1,D,0,1,A,28.0,13.0,9.0,7.0,7,3,11,12,3,1,0,0,False,0,0,1,Draw,1,1,15.0,2.0,4,-1,2,0,0,-1,2,0.32142857142857145,0.1111111111111111,0.5384615384615384,0.14285714285714285,-0.21703296703296698
5979,2015/16,2016-05-11,Norwich,Watford,4,2,H,3,1,H,18.0,12.0,6.0,7.0,5,1,8,12,2,3,0,0,False,1,0,0,HomeWin,3,0,6.0,-1.0,4,-4,-1,0,2,2,6,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.2857142857142857,-0.25000000000000006
5980,2015/16,2016-05-11,Sunderland,Everton,3,0,H,2,0,H,14.0,17.0,8.0,6.0,5,5,15,7,1,0,0,0,False,1,0,0,HomeWin,3,0,-3.0,2.0,0,8,1,0,3,2,3,0.5714285714285714,0.375,0.35294117647058826,0.0,0.21848739495798314
5981,2015/16,2016-05-15,Arsenal,Aston Villa,4,0,H,1,0,H,16.0,5.0,7.0,2.0,5,4,12,6,0,1,0,0,False,1,0,0,HomeWin,3,0,11.0,5.0,1,6,-1,0,4,1,4,0.4375,0.5714285714285714,0.4,0.0,0.03749999999999998
5982,2015/16,2016-05-15,Chelsea,Leicester,1,1,D,0,0,D,17.0,18.0,4.0,5.0,7,6,4,12,0,0,0,0,False,0,0,1,Draw,1,1,-1.0,-1.0,1,-8,0,0,0,0,2,0.23529411764705882,0.25,0.2777777777777778,0.2,-0.04248366013071897
5983,2015/16,2016-05-15,Everton,Norwich,3,0,H,2,0,H,15.0,10.0,8.0,2.0,4,11,7,11,0,0,0,0,False,1,0,0,HomeWin,3,0,5.0,6.0,-7,-4,0,0,3,2,3,0.5333333333333333,0.375,0.2,0.0,0.3333333333333333
5984,2015/16,2016-05-15,Newcastle,Tottenham,5,1,H,2,0,H,19.0,17.0,10.0,5.0,3,8,7,6,1,2,1,0,False,1,0,0,HomeWin,3,0,2.0,5.0,-5,1,-1,1,4,2,6,0.5263157894736842,0.5,0.29411764705882354,0.2,0.23219814241486064
5985,2015/16,2016-05-15,Southampton,Crystal Palace,4,1,H,1,0,H,18.0,16.0,5.0,4.0,2,5,7,14,1,2,0,0,False,1,0,0,HomeWin,3,0,2.0,1.0,-3,-7,-1,0,3,1,5,0.2777777777777778,0.8,0.25,0.25,0.02777777777777779
5986,2015/16,2016-05-15,Stoke,West Ham,2,1,H,0,1,A,7.0,20.0,4.0,7.0,4,10,8,12,3,1,0,0,False,1,0,0,HomeWin,3,0,-13.0,-3.0,-6,-4,2,0,1,-1,3,0.5714285714285714,0.5,0.35,0.14285714285714285,0.22142857142857142
5987,2015/16,2016-05-15,Swansea,Man City,1,1,D,1,1,D,4.0,18.0,1.0,5.0,4,4,4,19,1,3,0,0,False,0,0,1,Draw,1,1,-14.0,-4.0,0,-15,-2,0,0,0,2,0.25,1.0,0.2777777777777778,0.2,-0.02777777777777779
5988,2015/16,2016-05-15,Watford,Sunderland,2,2,D,0,1,A,21.0,6.0,6.0,4.0,7,4,11,10,1,0,0,0,False,0,0,1,Draw,1,1,15.0,2.0,3,1,1,0,0,-1,4,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.5,-0.38095238095238093
5989,2015/16,2016-05-15,West Brom,Liverpool,1,1,D,1,1,D,13.0,7.0,1.0,3.0,7,5,11,14,3,1,0,0,False,0,0,1,Draw,1,1,6.0,-2.0,2,-3,2,0,0,0,2,0.07692307692307693,1.0,0.42857142857142855,0.3333333333333333,-0.3516483516483516
5990,2015/16,2016-05-17,Man United,Bournemouth,3,1,H,1,0,H,12.0,7.0,5.0,0.0,7,1,9,8,1,0,0,0,False,1,0,0,HomeWin,3,0,5.0,5.0,6,1,1,0,2,1,4,0.4166666666666667,0.6,0.0,,0.4166666666666667
5991,2016/17,2016-08-13,Burnley,Swansea,0,1,A,0,0,D,10.0,17.0,3.0,9.0,7,4,10,14,3,2,0,0,False,0,1,0,AwayWin,0,3,-7.0,-6.0,3,-4,1,0,-1,0,1,0.3,0.0,0.5294117647058824,0.1111111111111111,-0.22941176470588237
5992,2016/17,2016-08-13,Crystal Palace,West Brom,0,1,A,0,0,D,14.0,13.0,4.0,3.0,3,6,12,15,2,2,0,0,False,0,1,0,AwayWin,0,3,1.0,1.0,-3,-3,0,0,-1,0,1,0.2857142857142857,0.0,0.23076923076923078,0.3333333333333333,0.054945054945054916
5993,2016/17,2016-08-13,Everton,Tottenham,1,1,D,1,0,H,12.0,13.0,6.0,4.0,5,6,10,14,0,0,0,0,False,0,0,1,Draw,1,1,-1.0,2.0,-1,-4,0,0,0,1,2,0.5,0.16666666666666666,0.3076923076923077,0.25,0.1923076923076923
5994,2016/17,2016-08-13,Hull,Leicester,2,1,H,1,0,H,14.0,18.0,5.0,5.0,5,3,8,17,2,2,0,0,False,1,0,0,HomeWin,3,0,-4.0,0.0,2,-9,0,0,1,1,3,0.35714285714285715,0.4,0.2777777777777778,0.2,0.07936507936507936
5995,2016/17,2016-08-13,Man City,Sunderland,2,1,H,1,0,H,16.0,7.0,4.0,3.0,9,6,11,14,1,2,0,0,False,1,0,0,HomeWin,3,0,9.0,1.0,3,-3,-1,0,1,1,3,0.25,0.5,0.42857142857142855,0.3333333333333333,-0.17857142857142855
5996,2016/17,2016-08-13,Middlesbrough,Stoke,1,1,D,1,0,H,12.0,12.0,2.0,1.0,9,6,18,14,3,5,0,0,False,0,0,1,Draw,1,1,0.0,1.0,3,4,-2,0,0,1,2,0.16666666666666666,0.5,0.08333333333333333,1.0,0.08333333333333333
5997,2016/17,2016-08-13,Southampton,Watford,1,1,D,0,1,A,24.0,5.0,6.0,1.0,6,2,8,12,1,2,0,1,False,0,0,1,Draw,1,1,19.0,5.0,4,-4,-1,-1,0,-1,2,0.25,0.16666666666666666,0.2,1.0,0.04999999999999999
5998,2016/17,2016-08-14,Arsenal,Liverpool,3,4,A,1,1,D,9.0,16.0,5.0,7.0,5,4,13,17,3,3,0,0,False,0,1,0,AwayWin,0,3,-7.0,-2.0,1,-4,0,0,-1,0,7,0.5555555555555556,0.6,0.4375,0.5714285714285714,0.11805555555555558
5999,2016/17,2016-08-14,Bournemouth,Man United,1,3,A,0,1,A,9.0,11.0,3.0,7.0,4,2,7,10,0,1,0,0,False,0,1,0,AwayWin,0,3,-2.0,-4.0,2,-3,-1,0,-2,-1,4,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.42857142857142855,-0.30303030303030304
6000,2016/17,2016-08-15,Chelsea,West Ham,2,1,H,0,0,D,16.0,7.0,6.0,3.0,7,1,16,16,5,2,0,0,False,1,0,0,HomeWin,3,0,9.0,3.0,6,0,3,0,1,0,3,0.375,0.3333333333333333,0.42857142857142855,0.3333333333333333,-0.05357142857142855
6001,2016/17,2016-08-19,Man United,Southampton,2,0,H,1,0,H,12.0,13.0,5.0,1.0,4,0,11,8,0,0,0,0,False,1,0,0,HomeWin,3,0,-1.0,4.0,4,3,0,0,2,1,2,0.4166666666666667,0.4,0.07692307692307693,0.0,0.33974358974358976
6002,2016/17,2016-08-20,Burnley,Liverpool,2,0,H,2,0,H,3.0,26.0,2.0,5.0,1,12,14,5,0,1,0,0,False,1,0,0,HomeWin,3,0,-23.0,-3.0,-11,9,-1,0,2,2,2,0.6666666666666666,1.0,0.19230769230769232,0.0,0.47435897435897434
6003,2016/17,2016-08-20,Leicester,Arsenal,0,0,D,0,0,D,8.0,13.0,1.0,4.0,2,7,11,7,1,2,0,0,False,0,0,1,Draw,1,1,-5.0,-3.0,-5,4,-1,0,0,0,0,0.125,0.0,0.3076923076923077,0.0,-0.1826923076923077
6004,2016/17,2016-08-20,Stoke,Man City,1,4,A,0,2,A,8.0,12.0,3.0,6.0,7,7,12,13,3,4,0,0,False,0,1,0,AwayWin,0,3,-4.0,-3.0,0,-1,-1,0,-3,-2,5,0.375,0.3333333333333333,0.5,0.6666666666666666,-0.125
6005,2016/17,2016-08-20,Swansea,Hull,0,2,A,0,0,D,13.0,12.0,3.0,4.0,8,3,7,10,0,0,0,0,False,0,1,0,AwayWin,0,3,1.0,-1.0,5,-3,0,0,-2,0,2,0.23076923076923078,0.0,0.3333333333333333,0.5,-0.10256410256410253
6006,2016/17,2016-08-20,Tottenham,Crystal Palace,1,0,H,0,0,D,20.0,10.0,5.0,2.0,10,4,19,9,3,3,0,0,False,1,0,0,HomeWin,3,0,10.0,3.0,6,10,0,0,1,0,1,0.25,0.2,0.2,0.0,0.04999999999999999
6007,2016/17,2016-08-20,Watford,Chelsea,1,2,A,0,0,D,6.0,13.0,2.0,4.0,0,5,20,10,4,3,0,0,False,0,1,0,AwayWin,0,3,-7.0,-2.0,-5,10,1,0,-1,0,3,0.3333333333333333,0.5,0.3076923076923077,0.5,0.025641025641025605
6008,2016/17,2016-08-20,West Brom,Everton,1,2,A,1,1,D,11.0,13.0,4.0,7.0,7,4,16,10,3,1,0,0,False,0,1,0,AwayWin,0,3,-2.0,-3.0,3,6,2,0,-1,0,3,0.36363636363636365,0.25,0.5384615384615384,0.2857142857142857,-0.1748251748251748
6009,2016/17,2016-08-21,Sunderland,Middlesbrough,1,2,A,0,2,A,18.0,8.0,5.0,3.0,8,1,11,14,1,1,0,0,False,0,1,0,AwayWin,0,3,10.0,2.0,7,-3,0,0,-1,-2,3,0.2777777777777778,0.2,0.375,0.6666666666666666,-0.09722222222222221
6010,2016/17,2016-08-21,West Ham,Bournemouth,1,0,H,0,0,D,15.0,8.0,2.0,5.0,1,6,15,15,3,1,0,1,False,1,0,0,HomeWin,3,0,7.0,-3.0,-5,0,2,-1,1,0,1,0.13333333333333333,0.5,0.625,0.0,-0.4916666666666667
6011,2016/17,2016-08-27,Chelsea,Burnley,3,0,H,2,0,H,22.0,6.0,10.0,0.0,9,5,6,9,2,2,0,0,False,1,0,0,HomeWin,3,0,16.0,10.0,4,-3,0,0,3,2,3,0.45454545454545453,0.3,0.0,,0.45454545454545453
6012,2016/17,2016-08-27,Crystal Palace,Bournemouth,1,1,D,0,1,A,24.0,10.0,5.0,3.0,10,4,15,10,2,1,0,0,False,0,0,1,Draw,1,1,14.0,2.0,6,5,1,0,0,-1,2,0.20833333333333334,0.2,0.3,0.3333333333333333,-0.09166666666666665
6013,2016/17,2016-08-27,Everton,Stoke,1,0,H,0,0,D,21.0,8.0,9.0,1.0,9,2,14,11,2,1,0,0,False,1,0,0,HomeWin,3,0,13.0,8.0,7,3,1,0,1,0,1,0.42857142857142855,0.1111111111111111,0.125,0.0,0.30357142857142855
6014,2016/17,2016-08-27,Hull,Man United,0,1,A,0,0,D,8.0,29.0,2.0,9.0,1,6,9,6,2,3,0,0,False,0,1,0,AwayWin,0,3,-21.0,-7.0,-5,3,-1,0,-1,0,1,0.25,0.0,0.3103448275862069,0.1111111111111111,-0.060344827586206906
6015,2016/17,2016-08-27,Leicester,Swansea,2,1,H,1,0,H,13.0,9.0,6.0,3.0,4,6,14,10,2,2,0,0,False,1,0,0,HomeWin,3,0,4.0,3.0,-2,4,0,0,1,1,3,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12820512820512825
6016,2016/17,2016-08-27,Southampton,Sunderland,1,1,D,0,0,D,16.0,5.0,7.0,2.0,5,5,15,8,2,2,0,0,False,0,0,1,Draw,1,1,11.0,5.0,0,7,0,0,0,0,2,0.4375,0.14285714285714285,0.4,0.5,0.03749999999999998
6017,2016/17,2016-08-27,Tottenham,Liverpool,1,1,D,0,1,A,11.0,13.0,4.0,3.0,5,5,11,17,3,5,0,0,False,0,0,1,Draw,1,1,-2.0,1.0,0,-6,-2,0,0,-1,2,0.36363636363636365,0.25,0.23076923076923078,0.3333333333333333,0.13286713286713286
6018,2016/17,2016-08-27,Watford,Arsenal,1,3,A,0,3,A,14.0,10.0,6.0,7.0,3,2,18,15,6,1,0,0,False,0,1,0,AwayWin,0,3,4.0,-1.0,1,3,5,0,-2,-3,4,0.42857142857142855,0.16666666666666666,0.7,0.42857142857142855,-0.2714285714285714
6019,2016/17,2016-08-28,Man City,West Ham,3,1,H,2,0,H,22.0,9.0,5.0,2.0,5,4,5,10,1,3,0,0,False,1,0,0,HomeWin,3,0,13.0,3.0,1,-5,-2,0,2,2,4,0.22727272727272727,0.6,0.2222222222222222,0.5,0.005050505050505055
6020,2016/17,2016-08-28,West Brom,Middlesbrough,0,0,D,0,0,D,13.0,7.0,2.0,2.0,5,4,12,11,1,3,0,0,False,0,0,1,Draw,1,1,6.0,0.0,1,1,-2,0,0,0,0,0.15384615384615385,0.0,0.2857142857142857,0.0,-0.13186813186813184
6021,2016/17,2016-09-10,Arsenal,Southampton,2,1,H,1,1,D,17.0,11.0,2.0,5.0,6,1,10,8,2,5,0,0,False,1,0,0,HomeWin,3,0,6.0,-3.0,5,2,-3,0,1,0,3,0.11764705882352941,1.0,0.45454545454545453,0.2,-0.33689839572192515
6022,2016/17,2016-09-10,Bournemouth,West Brom,1,0,H,0,0,D,12.0,12.0,5.0,2.0,10,5,9,11,1,3,0,0,False,1,0,0,HomeWin,3,0,0.0,3.0,5,-2,-2,0,1,0,1,0.4166666666666667,0.2,0.16666666666666666,0.0,0.25
6023,2016/17,2016-09-10,Burnley,Hull,1,1,D,0,0,D,13.0,11.0,2.0,3.0,5,9,13,3,2,0,0,0,False,0,0,1,Draw,1,1,2.0,-1.0,-4,10,2,0,0,0,2,0.15384615384615385,0.5,0.2727272727272727,0.3333333333333333,-0.11888111888111885
6024,2016/17,2016-09-10,Liverpool,Leicester,4,1,H,2,1,H,17.0,12.0,11.0,3.0,1,7,4,8,1,2,0,0,False,1,0,0,HomeWin,3,0,5.0,8.0,-6,-4,-1,0,3,1,5,0.6470588235294118,0.36363636363636365,0.25,0.3333333333333333,0.3970588235294118
6025,2016/17,2016-09-10,Man United,Man City,1,2,A,1,2,A,14.0,18.0,3.0,6.0,4,4,15,10,4,2,0,0,False,0,1,0,AwayWin,0,3,-4.0,-3.0,0,5,2,0,-1,-1,3,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.11904761904761904
6026,2016/17,2016-09-10,Middlesbrough,Crystal Palace,1,2,A,1,1,D,12.0,12.0,4.0,4.0,6,6,5,9,1,2,0,0,False,0,1,0,AwayWin,0,3,0.0,0.0,0,-4,-1,0,-1,0,3,0.3333333333333333,0.25,0.3333333333333333,0.5,0.0
6027,2016/17,2016-09-10,Stoke,Tottenham,0,4,A,0,1,A,15.0,20.0,2.0,8.0,10,8,13,18,3,2,0,0,False,0,1,0,AwayWin,0,3,-5.0,-6.0,2,-5,1,0,-4,-1,4,0.13333333333333333,0.0,0.4,0.5,-0.2666666666666667
6028,2016/17,2016-09-10,West Ham,Watford,2,4,A,2,2,D,19.0,13.0,4.0,8.0,4,4,10,15,2,2,0,0,False,0,1,0,AwayWin,0,3,6.0,-4.0,0,-5,0,0,-2,0,6,0.21052631578947367,0.5,0.6153846153846154,0.5,-0.40485829959514175
6029,2016/17,2016-09-11,Swansea,Chelsea,2,2,D,0,1,A,6.0,28.0,2.0,7.0,1,11,17,8,3,4,0,0,False,0,0,1,Draw,1,1,-22.0,-5.0,-10,9,-1,0,0,-1,4,0.3333333333333333,1.0,0.25,0.2857142857142857,0.08333333333333331
6030,2016/17,2016-09-12,Sunderland,Everton,0,3,A,0,0,D,11.0,20.0,2.0,9.0,5,4,11,8,1,1,0,0,False,0,1,0,AwayWin,0,3,-9.0,-7.0,1,3,0,0,-3,0,3,0.18181818181818182,0.0,0.45,0.3333333333333333,-0.2681818181818182
6031,2016/17,2016-09-16,Chelsea,Liverpool,1,2,A,0,2,A,12.0,13.0,4.0,5.0,6,4,6,13,1,1,0,0,False,0,1,0,AwayWin,0,3,-1.0,-1.0,2,-7,0,0,-1,-2,3,0.3333333333333333,0.25,0.38461538461538464,0.4,-0.05128205128205132
6032,2016/17,2016-09-17,Everton,Middlesbrough,3,1,H,3,1,H,11.0,7.0,6.0,0.0,6,3,5,15,2,1,0,0,False,1,0,0,HomeWin,3,0,4.0,6.0,3,-10,1,0,2,2,4,0.5454545454545454,0.5,0.0,,0.5454545454545454
6033,2016/17,2016-09-17,Hull,Arsenal,1,4,A,0,1,A,6.0,24.0,2.0,9.0,2,4,9,12,0,2,1,0,False,0,1,0,AwayWin,0,3,-18.0,-7.0,-2,-3,-2,1,-3,-1,5,0.3333333333333333,0.5,0.375,0.4444444444444444,-0.041666666666666685
6034,2016/17,2016-09-17,Leicester,Burnley,3,0,H,1,0,H,14.0,7.0,6.0,2.0,7,1,10,9,0,1,0,0,False,1,0,0,HomeWin,3,0,7.0,4.0,6,1,-1,0,3,1,3,0.42857142857142855,0.5,0.2857142857142857,0.0,0.14285714285714285
6035,2016/17,2016-09-17,Man City,Bournemouth,4,0,H,2,0,H,20.0,6.0,12.0,2.0,5,5,8,11,1,1,1,0,False,1,0,0,HomeWin,3,0,14.0,10.0,0,-3,0,1,4,2,4,0.6,0.3333333333333333,0.3333333333333333,0.0,0.26666666666666666
6036,2016/17,2016-09-17,West Brom,West Ham,4,2,H,3,0,H,8.0,23.0,6.0,5.0,2,6,14,6,2,1,0,0,False,1,0,0,HomeWin,3,0,-15.0,1.0,-4,8,1,0,2,3,6,0.75,0.6666666666666666,0.21739130434782608,0.4,0.532608695652174
6037,2016/17,2016-09-18,Crystal Palace,Stoke,4,1,H,2,0,H,14.0,11.0,8.0,4.0,10,5,15,9,2,1,0,0,False,1,0,0,HomeWin,3,0,3.0,4.0,5,6,1,0,3,2,5,0.5714285714285714,0.5,0.36363636363636365,0.25,0.20779220779220775
6038,2016/17,2016-09-18,Southampton,Swansea,1,0,H,0,0,D,19.0,9.0,6.0,3.0,7,1,14,9,1,1,0,0,False,1,0,0,HomeWin,3,0,10.0,3.0,6,5,0,0,1,0,1,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.0,-0.017543859649122806
6039,2016/17,2016-09-18,Tottenham,Sunderland,1,0,H,0,0,D,31.0,6.0,9.0,2.0,14,1,7,16,1,5,0,1,False,1,0,0,HomeWin,3,0,25.0,7.0,13,-9,-4,-1,1,0,1,0.2903225806451613,0.1111111111111111,0.3333333333333333,0.0,-0.043010752688172005
6040,2016/17,2016-09-18,Watford,Man United,3,1,H,1,0,H,10.0,15.0,5.0,2.0,5,7,14,19,3,4,0,0,False,1,0,0,HomeWin,3,0,-5.0,3.0,-2,-5,-1,0,2,1,4,0.5,0.6,0.13333333333333333,0.5,0.3666666666666667
6041,2016/17,2016-09-24,Arsenal,Chelsea,3,0,H,3,0,H,14.0,9.0,5.0,2.0,9,1,9,11,0,2,0,0,False,1,0,0,HomeWin,3,0,5.0,3.0,8,-2,-2,0,3,3,3,0.35714285714285715,0.6,0.2222222222222222,0.0,0.13492063492063494
6042,2016/17,2016-09-24,Bournemouth,Everton,1,0,H,1,0,H,12.0,13.0,1.0,2.0,5,3,10,14,2,2,0,0,False,1,0,0,HomeWin,3,0,-1.0,-1.0,2,-4,0,0,1,1,1,0.08333333333333333,1.0,0.15384615384615385,0.0,-0.07051282051282053
6043,2016/17,2016-09-24,Liverpool,Hull,5,1,H,3,0,H,32.0,2.0,12.0,1.0,13,2,8,8,1,2,0,1,False,1,0,0,HomeWin,3,0,30.0,11.0,11,0,-1,-1,4,3,6,0.375,0.4166666666666667,0.5,1.0,-0.125
6044,2016/17,2016-09-24,Man United,Leicester,4,1,H,4,0,H,16.0,10.0,7.0,3.0,8,6,9,12,0,2,0,0,False,1,0,0,HomeWin,3,0,6.0,4.0,2,-3,-2,0,3,4,5,0.4375,0.5714285714285714,0.3,0.3333333333333333,0.1375
6045,2016/17,2016-09-24,Middlesbrough,Tottenham,1,2,A,0,2,A,6.0,19.0,2.0,5.0,2,10,14,9,2,1,0,0,False,0,1,0,AwayWin,0,3,-13.0,-3.0,-8,5,1,0,-1,-2,3,0.3333333333333333,0.5,0.2631578947368421,0.4,0.07017543859649122
6046,2016/17,2016-09-24,Stoke,West Brom,1,1,D,0,0,D,12.0,9.0,2.0,3.0,6,6,9,13,3,4,0,0,False,0,0,1,Draw,1,1,3.0,-1.0,0,-4,-1,0,0,0,2,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,-0.16666666666666666
6047,2016/17,2016-09-24,Sunderland,Crystal Palace,2,3,A,1,0,H,11.0,20.0,4.0,4.0,3,5,15,12,0,2,0,0,False,0,1,0,AwayWin,0,3,-9.0,0.0,-2,3,-2,0,-1,1,5,0.36363636363636365,0.5,0.2,0.75,0.16363636363636364
6048,2016/17,2016-09-24,Swansea,Man City,1,3,A,1,1,D,13.0,18.0,5.0,4.0,2,7,15,9,2,4,0,0,False,0,1,0,AwayWin,0,3,-5.0,1.0,-5,6,-2,0,-2,0,4,0.38461538461538464,0.2,0.2222222222222222,0.75,0.16239316239316243
6049,2016/17,2016-09-25,West Ham,Southampton,0,3,A,0,1,A,13.0,18.0,1.0,9.0,6,2,9,14,5,2,0,0,False,0,1,0,AwayWin,0,3,-5.0,-8.0,4,-5,3,0,-3,-1,3,0.07692307692307693,0.0,0.5,0.3333333333333333,-0.4230769230769231
6050,2016/17,2016-09-26,Burnley,Watford,2,0,H,1,0,H,13.0,12.0,4.0,3.0,7,6,11,15,1,3,0,0,False,1,0,0,HomeWin,3,0,1.0,1.0,1,-4,-2,0,2,1,2,0.3076923076923077,0.5,0.25,0.0,0.05769230769230771
6051,2016/17,2016-09-30,Everton,Crystal Palace,1,1,D,1,0,H,13.0,10.0,3.0,2.0,10,9,16,11,5,4,0,0,False,0,0,1,Draw,1,1,3.0,1.0,1,5,1,0,0,1,2,0.23076923076923078,0.3333333333333333,0.2,0.5,0.03076923076923077
6052,2016/17,2016-10-01,Hull,Chelsea,0,2,A,0,0,D,8.0,22.0,3.0,9.0,5,7,13,15,2,2,0,0,False,0,1,0,AwayWin,0,3,-14.0,-6.0,-2,-2,0,0,-2,0,2,0.375,0.0,0.4090909090909091,0.2222222222222222,-0.034090909090909116
6053,2016/17,2016-10-01,Sunderland,West Brom,1,1,D,0,1,A,7.0,17.0,2.0,7.0,6,5,7,13,1,3,0,0,False,0,0,1,Draw,1,1,-10.0,-5.0,1,-6,-2,0,0,-1,2,0.2857142857142857,0.5,0.4117647058823529,0.14285714285714285,-0.12605042016806722
6054,2016/17,2016-10-01,Swansea,Liverpool,1,2,A,1,0,H,8.0,18.0,3.0,6.0,3,10,11,9,2,2,0,0,False,0,1,0,AwayWin,0,3,-10.0,-3.0,-7,2,0,0,-1,1,3,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666685
6055,2016/17,2016-10-01,Watford,Bournemouth,2,2,D,0,1,A,17.0,11.0,7.0,2.0,4,5,17,12,3,4,0,0,False,0,0,1,Draw,1,1,6.0,5.0,-1,5,-1,0,0,-1,4,0.4117647058823529,0.2857142857142857,0.18181818181818182,1.0,0.2299465240641711
6056,2016/17,2016-10-01,West Ham,Middlesbrough,1,1,D,0,0,D,19.0,9.0,2.0,3.0,4,5,13,12,2,3,0,0,False,0,0,1,Draw,1,1,10.0,-1.0,-1,1,-1,0,0,0,2,0.10526315789473684,0.5,0.3333333333333333,0.3333333333333333,-0.22807017543859648
6057,2016/17,2016-10-02,Burnley,Arsenal,0,1,A,0,0,D,10.0,18.0,1.0,3.0,2,6,2,3,0,0,0,0,False,0,1,0,AwayWin,0,3,-8.0,-2.0,-4,-1,0,0,-1,0,1,0.1,0.0,0.16666666666666666,0.3333333333333333,-0.06666666666666665
