MatchID,Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeCorners,AwayCorners,HomeFouls,AwayFouls,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,HadStatError,HomeWin,AwayWin,Draw,Result,HomePoints,AwayPoints,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,YellowCardsDiff,RedCardsDiff,GoalDiff,HalfTimeGoalDiff,TotalGoals,HomeShotAccuracy,HomeConversion,AwayShotAccuracy,AwayConversion,ShotAccuracyDiff
2602,2007/08,2007-08-25,Derby,Birmingham,1,2,A,0,1,A,16.0,11.0,8.0,6.0,4,4,8,13,0,1,0,0,False,0,1,0,AwayWin,0,3,5.0,2.0,0,-5,-1,0,-1,-1,3,0.5,0.125,0.5454545454545454,0.3333333333333333,-0.045454545454545414
2603,2007/08,2007-08-25,Everton,Blackburn,1,1,D,0,1,A,12.0,11.0,8.0,7.0,5,7,20,18,0,2,0,0,False,0,0,1,Draw,1,1,1.0,1.0,-2,2,-2,0,0,-1,2,0.6666666666666666,0.125,0.6363636363636364,0.14285714285714285,0.030303030303030276
2604,2007/08,2007-08-25,Sunderland,Liverpool,0,2,A,0,1,A,7.0,17.0,2.0,12.0,6,4,12,12,1,1,0,0,False,0,1,0,AwayWin,0,3,-10.0,-10.0,2,0,0,0,-2,-1,2,0.2857142857142857,0.0,0.7058823529411765,0.16666666666666666,-0.4201680672268908
2605,2007/08,2007-08-25,West Ham,Wigan,1,1,D,0,0,D,13.0,12.0,4.0,3.0,6,1,11,12,1,2,0,0,False,0,0,1,Draw,1,1,1.0,1.0,5,-1,-1,0,0,0,2,0.3076923076923077,0.25,0.25,0.3333333333333333,0.05769230769230771
2606,2007/08,2007-08-26,Man United,Tottenham,1,0,H,0,0,D,14.0,10.0,5.0,3.0,4,4,15,7,2,3,0,0,False,1,0,0,HomeWin,3,0,4.0,2.0,0,8,-1,0,1,0,1,0.35714285714285715,0.2,0.3,0.0,0.05714285714285716
2607,2007/08,2007-08-26,Middlesbrough,Newcastle,2,2,D,1,1,D,11.0,5.0,7.0,3.0,5,2,13,10,6,3,0,0,False,0,0,1,Draw,1,1,6.0,4.0,3,3,3,0,0,0,4,0.6363636363636364,0.2857142857142857,0.6,0.6666666666666666,0.036363636363636376
2608,2007/08,2007-09-01,Bolton,Everton,1,2,A,0,1,A,13.0,15.0,7.0,11.0,11,6,8,10,1,3,0,0,False,0,1,0,AwayWin,0,3,-2.0,-4.0,5,-2,-2,0,-1,-1,3,0.5384615384615384,0.14285714285714285,0.7333333333333333,0.18181818181818182,-0.19487179487179485
2609,2007/08,2007-09-01,Fulham,Tottenham,3,3,D,1,2,A,13.0,13.0,7.0,8.0,6,14,13,11,1,0,0,0,False,0,0,1,Draw,1,1,0.0,-1.0,-8,2,1,0,0,-1,6,0.5384615384615384,0.42857142857142855,0.6153846153846154,0.375,-0.07692307692307698
2610,2007/08,2007-09-01,Liverpool,Derby,6,0,H,2,0,H,20.0,8.0,10.0,3.0,4,2,10,14,0,1,0,0,False,1,0,0,HomeWin,3,0,12.0,7.0,2,-4,-1,0,6,2,6,0.5,0.6,0.375,0.0,0.125
2611,2007/08,2007-09-01,Man United,Sunderland,1,0,H,0,0,D,17.0,4.0,9.0,1.0,6,0,10,7,1,2,0,0,False,1,0,0,HomeWin,3,0,13.0,8.0,6,3,-1,0,1,0,1,0.5294117647058824,0.1111111111111111,0.25,0.0,0.27941176470588236
2612,2007/08,2007-09-01,Middlesbrough,Birmingham,2,0,H,2,0,H,13.0,9.0,7.0,4.0,11,5,8,12,1,3,0,0,False,1,0,0,HomeWin,3,0,4.0,3.0,6,-4,-2,0,2,2,2,0.5384615384615384,0.2857142857142857,0.4444444444444444,0.0,0.09401709401709402
2613,2007/08,2007-09-01,Newcastle,Wigan,1,0,H,0,0,D,20.0,7.0,8.0,6.0,9,1,15,18,2,4,0,1,False,1,0,0,HomeWin,3,0,13.0,2.0,8,-3,-2,-1,1,0,1,0.4,0.125,0.8571428571428571,0.0,-0.4571428571428571
2614,2007/08,2007-09-01,Reading,West Ham,0,3,A,0,1,A,9.0,13.0,3.0,9.0,14,4,10,11,0,1,0,0,False,0,1,0,AwayWin,0,3,-4.0,-6.0,10,-1,-1,0,-3,-1,3,0.3333333333333333,0.0,0.6923076923076923,0.3333333333333333,-0.358974358974359
2615,2007/08,2007-09-02,Arsenal,Portsmouth,3,1,H,2,0,H,10.0,15.0,8.0,10.0,8,5,6,12,1,2,1,0,False,1,0,0,HomeWin,3,0,-5.0,-2.0,3,-6,-1,1,2,2,4,0.8,0.375,0.6666666666666666,0.1,0.13333333333333341
2616,2007/08,2007-09-02,Aston Villa,Chelsea,2,0,H,0,0,D,9.0,20.0,5.0,8.0,2,13,17,11,4,1,0,0,False,1,0,0,HomeWin,3,0,-11.0,-3.0,-11,6,3,0,2,0,2,0.5555555555555556,0.4,0.4,0.0,0.15555555555555556
2617,2007/08,2007-09-02,Blackburn,Man City,1,0,H,1,0,H,16.0,7.0,11.0,3.0,6,3,23,3,5,1,1,1,False,1,0,0,HomeWin,3,0,9.0,8.0,3,20,4,0,1,1,1,0.6875,0.09090909090909091,0.42857142857142855,0.0,0.25892857142857145
2618,2007/08,2007-09-15,Birmingham,Bolton,1,0,H,1,0,H,10.0,8.0,5.0,3.0,6,5,16,15,1,3,0,0,False,1,0,0,HomeWin,3,0,2.0,2.0,1,1,-2,0,1,1,1,0.5,0.2,0.375,0.0,0.125
2619,2007/08,2007-09-15,Chelsea,Blackburn,0,0,D,0,0,D,16.0,5.0,8.0,1.0,9,2,21,13,2,2,0,0,False,0,0,1,Draw,1,1,11.0,7.0,7,8,0,0,0,0,0,0.5,0.0,0.2,0.0,0.3
2620,2007/08,2007-09-15,Everton,Man United,0,1,A,0,0,D,8.0,16.0,2.0,8.0,3,6,20,10,2,2,0,0,False,0,1,0,AwayWin,0,3,-8.0,-6.0,-3,10,0,0,-1,0,1,0.25,0.0,0.5,0.125,-0.25
2621,2007/08,2007-09-15,Portsmouth,Liverpool,0,0,D,0,0,D,9.0,12.0,2.0,6.0,5,4,20,14,3,2,0,0,False,0,0,1,Draw,1,1,-3.0,-4.0,1,6,1,0,0,0,0,0.2222222222222222,0.0,0.5,0.0,-0.2777777777777778
2622,2007/08,2007-09-15,Sunderland,Reading,2,1,H,1,0,H,14.0,10.0,8.0,4.0,9,9,14,18,1,2,0,0,False,1,0,0,HomeWin,3,0,4.0,4.0,0,-4,-1,0,1,1,3,0.5714285714285714,0.25,0.4,0.25,0.17142857142857137
2623,2007/08,2007-09-15,Tottenham,Arsenal,1,3,A,1,0,H,14.0,16.0,5.0,10.0,8,4,28,22,2,2,0,0,False,0,1,0,AwayWin,0,3,-2.0,-5.0,4,6,0,0,-2,1,4,0.35714285714285715,0.2,0.625,0.3,-0.26785714285714285
2624,2007/08,2007-09-15,West Ham,Middlesbrough,3,0,H,0,0,D,13.0,16.0,7.0,12.0,5,8,14,14,2,1,0,0,False,1,0,0,HomeWin,3,0,-3.0,-5.0,-3,0,1,0,3,0,3,0.5384615384615384,0.42857142857142855,0.75,0.0,-0.21153846153846156
2625,2007/08,2007-09-15,Wigan,Fulham,1,1,D,0,1,A,14.0,10.0,4.0,5.0,9,4,8,9,1,0,0,0,False,0,0,1,Draw,1,1,4.0,-1.0,5,-1,1,0,0,-1,2,0.2857142857142857,0.25,0.5,0.2,-0.2142857142857143
2626,2007/08,2007-09-16,Man City,Aston Villa,1,0,H,0,0,D,12.0,11.0,8.0,2.0,8,6,11,14,1,1,0,0,False,1,0,0,HomeWin,3,0,1.0,6.0,2,-3,0,0,1,0,1,0.6666666666666666,0.125,0.18181818181818182,0.0,0.4848484848484848
2627,2007/08,2007-09-17,Derby,Newcastle,1,0,H,1,0,H,10.0,8.0,3.0,3.0,5,5,16,11,2,3,0,0,False,1,0,0,HomeWin,3,0,2.0,0.0,0,5,-1,0,1,1,1,0.3,0.3333333333333333,0.375,0.0,-0.07500000000000001
2628,2007/08,2007-09-22,Arsenal,Derby,5,0,H,2,0,H,15.0,4.0,9.0,3.0,5,4,9,12,1,1,0,0,False,1,0,0,HomeWin,3,0,11.0,6.0,1,-3,0,0,5,2,5,0.6,0.5555555555555556,0.75,0.0,-0.15000000000000002
2629,2007/08,2007-09-22,Fulham,Man City,3,3,D,1,1,D,13.0,11.0,8.0,5.0,6,2,10,7,3,2,0,0,False,0,0,1,Draw,1,1,2.0,3.0,4,3,1,0,0,0,6,0.6153846153846154,0.375,0.45454545454545453,0.6,0.1608391608391609
2630,2007/08,2007-09-22,Liverpool,Birmingham,0,0,D,0,0,D,18.0,5.0,4.0,2.0,11,2,3,10,0,2,0,0,False,0,0,1,Draw,1,1,13.0,2.0,9,-7,-2,0,0,0,0,0.2222222222222222,0.0,0.4,0.0,-0.1777777777777778
2631,2007/08,2007-09-22,Middlesbrough,Sunderland,2,2,D,1,1,D,16.0,11.0,5.0,6.0,7,2,18,11,3,4,0,0,False,0,0,1,Draw,1,1,5.0,-1.0,5,7,-1,0,0,0,4,0.3125,0.4,0.5454545454545454,0.3333333333333333,-0.23295454545454541
2632,2007/08,2007-09-22,Reading,Wigan,2,1,H,1,0,H,15.0,9.0,7.0,5.0,6,7,17,13,3,2,0,0,False,1,0,0,HomeWin,3,0,6.0,2.0,-1,4,1,0,1,1,3,0.4666666666666667,0.2857142857142857,0.5555555555555556,0.2,-0.0888888888888889
2633,2007/08,2007-09-23,Aston Villa,Everton,2,0,H,1,0,H,8.0,8.0,3.0,6.0,6,3,17,12,1,0,0,0,False,1,0,0,HomeWin,3,0,0.0,-3.0,3,5,1,0,2,1,2,0.375,0.6666666666666666,0.75,0.0,-0.375
2634,2007/08,2007-09-23,Blackburn,Portsmouth,0,1,A,0,1,A,9.0,13.0,3.0,7.0,7,4,6,16,0,3,0,0,False,0,1,0,AwayWin,0,3,-4.0,-4.0,3,-10,-3,0,-1,-1,1,0.3333333333333333,0.0,0.5384615384615384,0.14285714285714285,-0.20512820512820512
2635,2007/08,2007-09-23,Bolton,Tottenham,1,1,D,1,1,D,5.0,10.0,4.0,7.0,4,11,14,15,0,2,0,0,False,0,0,1,Draw,1,1,-5.0,-3.0,-7,-1,-2,0,0,0,2,0.8,0.25,0.7,0.14285714285714285,0.10000000000000009
2636,2007/08,2007-09-23,Man United,Chelsea,2,0,H,1,0,H,17.0,4.0,9.0,1.0,10,1,10,15,2,2,0,1,False,1,0,0,HomeWin,3,0,13.0,8.0,9,-5,0,-1,2,1,2,0.5294117647058824,0.2222222222222222,0.25,0.0,0.27941176470588236
2637,2007/08,2007-09-23,Newcastle,West Ham,3,1,H,2,1,H,12.0,13.0,4.0,8.0,1,5,16,15,1,3,0,0,False,1,0,0,HomeWin,3,0,-1.0,-4.0,-4,1,-2,0,2,1,4,0.3333333333333333,0.75,0.6153846153846154,0.125,-0.2820512820512821
2638,2007/08,2007-09-29,Birmingham,Man United,0,1,A,0,0,D,17.0,11.0,9.0,4.0,4,4,14,11,3,1,0,0,False,0,1,0,AwayWin,0,3,6.0,5.0,0,3,2,0,-1,0,1,0.5294117647058824,0.0,0.36363636363636365,0.25,0.1657754010695187
2639,2007/08,2007-09-29,Chelsea,Fulham,0,0,D,0,0,D,16.0,6.0,4.0,1.0,9,4,8,18,1,1,1,0,False,0,0,1,Draw,1,1,10.0,3.0,5,-10,0,1,0,0,0,0.25,0.0,0.16666666666666666,0.0,0.08333333333333334
2640,2007/08,2007-09-29,Derby,Bolton,1,1,D,1,1,D,10.0,12.0,6.0,7.0,7,8,15,8,3,2,0,0,False,0,0,1,Draw,1,1,-2.0,-1.0,-1,7,1,0,0,0,2,0.6,0.16666666666666666,0.5833333333333334,0.14285714285714285,0.016666666666666607
2641,2007/08,2007-09-29,Man City,Newcastle,3,1,H,1,1,D,16.0,12.0,12.0,8.0,3,9,7,10,0,0,0,0,False,1,0,0,HomeWin,3,0,4.0,4.0,-6,-3,0,0,2,0,4,0.75,0.25,0.6666666666666666,0.125,0.08333333333333337
2642,2007/08,2007-09-29,Portsmouth,Reading,7,4,H,2,1,H,25.0,13.0,17.0,7.0,8,4,4,7,1,1,0,0,False,1,0,0,HomeWin,3,0,12.0,10.0,4,-3,0,0,3,1,11,0.68,0.4117647058823529,0.5384615384615384,0.5714285714285714,0.1415384615384616
2643,2007/08,2007-09-29,Sunderland,Blackburn,1,2,A,0,0,D,14.0,14.0,12.0,8.0,10,2,11,4,1,0,0,0,False,0,1,0,AwayWin,0,3,0.0,4.0,8,7,1,0,-1,0,3,0.8571428571428571,0.08333333333333333,0.5714285714285714,0.25,0.2857142857142857
2644,2007/08,2007-09-29,West Ham,Arsenal,0,1,A,0,1,A,9.0,16.0,4.0,12.0,3,14,15,14,2,2,0,0,False,0,1,0,AwayWin,0,3,-7.0,-8.0,-11,1,0,0,-1,-1,1,0.4444444444444444,0.0,0.75,0.08333333333333333,-0.3055555555555556
2645,2007/08,2007-09-29,Wigan,Liverpool,0,1,A,0,0,D,9.0,14.0,3.0,10.0,5,6,11,10,2,1,0,0,False,0,1,0,AwayWin,0,3,-5.0,-7.0,-1,1,1,0,-1,0,1,0.3333333333333333,0.0,0.7142857142857143,0.1,-0.380952380952381
2646,2007/08,2007-09-30,Everton,Middlesbrough,2,0,H,1,0,H,13.0,13.0,9.0,5.0,2,6,17,21,0,4,0,0,False,1,0,0,HomeWin,3,0,0.0,4.0,-4,-4,-4,0,2,1,2,0.6923076923076923,0.2222222222222222,0.38461538461538464,0.0,0.30769230769230765
2647,2007/08,2007-10-01,Tottenham,Aston Villa,4,4,D,1,3,A,19.0,7.0,12.0,7.0,13,3,10,13,2,3,0,0,False,0,0,1,Draw,1,1,12.0,5.0,10,-3,-1,0,0,-2,8,0.631578947368421,0.3333333333333333,1.0,0.5714285714285714,-0.368421052631579
2648,2007/08,2007-10-06,Aston Villa,West Ham,1,0,H,1,0,H,5.0,8.0,5.0,3.0,7,4,17,12,3,2,0,0,False,1,0,0,HomeWin,3,0,-3.0,2.0,3,5,1,0,1,1,1,1.0,0.2,0.375,0.0,0.625
2649,2007/08,2007-10-06,Man United,Wigan,4,0,H,0,0,D,17.0,6.0,12.0,2.0,12,2,12,6,1,1,0,0,False,1,0,0,HomeWin,3,0,11.0,10.0,10,6,0,0,4,0,4,0.7058823529411765,0.3333333333333333,0.3333333333333333,0.0,0.3725490196078432
2650,2007/08,2007-10-07,Arsenal,Sunderland,3,2,H,2,1,H,18.0,11.0,8.0,7.0,8,2,10,9,0,2,0,1,False,1,0,0,HomeWin,3,0,7.0,1.0,6,1,-2,-1,1,1,5,0.4444444444444444,0.375,0.6363636363636364,0.2857142857142857,-0.19191919191919193
2651,2007/08,2007-10-07,Blackburn,Birmingham,2,1,H,1,0,H,17.0,6.0,5.0,5.0,6,7,15,13,3,1,0,0,False,1,0,0,HomeWin,3,0,11.0,0.0,-1,2,2,0,1,1,3,0.29411764705882354,0.4,0.8333333333333334,0.2,-0.5392156862745099
2652,2007/08,2007-10-07,Bolton,Chelsea,0,1,A,0,1,A,13.0,15.0,7.0,8.0,5,5,17,8,5,1,0,0,False,0,1,0,AwayWin,0,3,-2.0,-1.0,0,9,4,0,-1,-1,1,0.5384615384615384,0.0,0.5333333333333333,0.125,0.00512820512820511
2653,2007/08,2007-10-07,Fulham,Portsmouth,0,2,A,0,0,D,13.0,14.0,10.0,8.0,8,5,7,17,1,0,0,0,False,0,1,0,AwayWin,0,3,-1.0,2.0,3,-10,1,0,-2,0,2,0.7692307692307693,0.0,0.5714285714285714,0.25,0.19780219780219788
2654,2007/08,2007-10-07,Liverpool,Tottenham,2,2,D,1,1,D,21.0,11.0,9.0,6.0,5,3,18,10,0,1,0,0,False,0,0,1,Draw,1,1,10.0,3.0,2,8,-1,0,0,0,4,0.42857142857142855,0.2222222222222222,0.5454545454545454,0.3333333333333333,-0.11688311688311687
2655,2007/08,2007-10-07,Man City,Middlesbrough,3,1,H,2,0,H,18.0,17.0,13.0,11.0,8,8,11,13,2,3,0,0,False,1,0,0,HomeWin,3,0,1.0,2.0,0,-2,-1,0,2,2,4,0.7222222222222222,0.23076923076923078,0.6470588235294118,0.09090909090909091,0.07516339869281041
2656,2007/08,2007-10-07,Newcastle,Everton,3,2,H,1,0,H,15.0,11.0,10.0,6.0,8,2,13,19,2,1,0,0,False,1,0,0,HomeWin,3,0,4.0,4.0,6,-6,1,0,1,1,5,0.6666666666666666,0.3,0.5454545454545454,0.3333333333333333,0.12121212121212122
2657,2007/08,2007-10-07,Reading,Derby,1,0,H,0,0,D,11.0,7.0,3.0,0.0,3,3,9,18,1,1,0,0,False,1,0,0,HomeWin,3,0,4.0,3.0,0,-9,0,0,1,0,1,0.2727272727272727,0.3333333333333333,0.0,,0.2727272727272727
2658,2007/08,2007-10-20,Arsenal,Bolton,2,0,H,0,0,D,19.0,1.0,9.0,0.0,5,3,14,20,1,5,0,0,False,1,0,0,HomeWin,3,0,18.0,9.0,2,-6,-4,0,2,0,2,0.47368421052631576,0.2222222222222222,0.0,,0.47368421052631576
2659,2007/08,2007-10-20,Aston Villa,Man United,1,4,A,1,3,A,11.0,21.0,5.0,13.0,3,9,8,8,2,2,2,0,False,0,1,0,AwayWin,0,3,-10.0,-8.0,-6,0,0,2,-3,-2,5,0.45454545454545453,0.2,0.6190476190476191,0.3076923076923077,-0.16450216450216454
2660,2007/08,2007-10-20,Blackburn,Reading,4,2,H,3,0,H,11.0,13.0,6.0,7.0,4,9,8,7,0,0,0,0,False,1,0,0,HomeWin,3,0,-2.0,-1.0,-5,1,0,0,2,3,6,0.5454545454545454,0.6666666666666666,0.5384615384615384,0.2857142857142857,0.006993006993006978
2661,2007/08,2007-10-20,Everton,Liverpool,1,2,A,1,0,H,6.0,17.0,1.0,7.0,9,6,8,14,1,2,2,0,False,0,1,0,AwayWin,0,3,-11.0,-6.0,3,-6,-1,2,-1,1,3,0.16666666666666666,1.0,0.4117647058823529,0.2857142857142857,-0.24509803921568626
2662,2007/08,2007-10-20,Fulham,Derby,0,0,D,0,0,D,13.0,13.0,9.0,9.0,6,8,10,10,0,2,1,0,False,0,0,1,Draw,1,1,0.0,0.0,-2,0,-2,1,0,0,0,0.6923076923076923,0.0,0.6923076923076923,0.0,0.0
2663,2007/08,2007-10-20,Man City,Birmingham,1,0,H,1,0,H,12.0,13.0,4.0,8.0,6,7,17,12,3,2,0,0,False,1,0,0,HomeWin,3,0,-1.0,-4.0,-1,5,1,0,1,1,1,0.3333333333333333,0.25,0.6153846153846154,0.0,-0.2820512820512821
2664,2007/08,2007-10-20,Middlesbrough,Chelsea,0,2,A,0,1,A,7.0,9.0,4.0,6.0,6,6,9,9,1,1,0,0,False,0,1,0,AwayWin,0,3,-2.0,-2.0,0,0,0,0,-2,-1,2,0.5714285714285714,0.0,0.6666666666666666,0.3333333333333333,-0.09523809523809523
2665,2007/08,2007-10-20,Wigan,Portsmouth,0,2,A,0,0,D,7.0,15.0,0.0,8.0,3,2,9,9,2,3,0,0,False,0,1,0,AwayWin,0,3,-8.0,-8.0,1,0,-1,0,-2,0,2,0.0,,0.5333333333333333,0.25,-0.5333333333333333
2666,2007/08,2007-10-21,West Ham,Sunderland,3,1,H,1,0,H,12.0,16.0,7.0,10.0,6,7,8,17,3,2,0,0,False,1,0,0,HomeWin,3,0,-4.0,-3.0,-1,-9,1,0,2,1,4,0.5833333333333334,0.42857142857142855,0.625,0.1,-0.04166666666666663
2667,2007/08,2007-10-22,Newcastle,Tottenham,3,1,H,1,0,H,15.0,11.0,7.0,4.0,5,5,12,7,2,2,0,0,False,1,0,0,HomeWin,3,0,4.0,3.0,0,5,0,0,2,1,4,0.4666666666666667,0.42857142857142855,0.36363636363636365,0.25,0.10303030303030303
2668,2007/08,2007-10-27,Birmingham,Wigan,3,2,H,1,1,D,16.0,8.0,10.0,5.0,6,5,11,12,0,1,0,0,False,1,0,0,HomeWin,3,0,8.0,5.0,1,-1,-1,0,1,0,5,0.625,0.3,0.625,0.4,0.0
2669,2007/08,2007-10-27,Chelsea,Man City,6,0,H,2,0,H,16.0,7.0,9.0,4.0,9,3,13,12,2,2,0,0,False,1,0,0,HomeWin,3,0,9.0,5.0,6,1,0,0,6,2,6,0.5625,0.6666666666666666,0.5714285714285714,0.0,-0.008928571428571397
2670,2007/08,2007-10-27,Man United,Middlesbrough,4,1,H,2,1,H,18.0,7.0,14.0,4.0,2,4,10,15,0,2,0,0,False,1,0,0,HomeWin,3,0,11.0,10.0,-2,-5,-2,0,3,1,5,0.7777777777777778,0.2857142857142857,0.5714285714285714,0.25,0.2063492063492064
2671,2007/08,2007-10-27,Portsmouth,West Ham,0,0,D,0,0,D,10.0,10.0,3.0,3.0,11,5,18,9,2,4,0,0,False,0,0,1,Draw,1,1,0.0,0.0,6,9,-2,0,0,0,0,0.3,0.0,0.3,0.0,0.0
2672,2007/08,2007-10-27,Reading,Newcastle,2,1,H,0,0,D,12.0,6.0,5.0,2.0,5,8,14,10,0,1,0,0,False,1,0,0,HomeWin,3,0,6.0,3.0,-3,4,-1,0,1,0,3,0.4166666666666667,0.4,0.3333333333333333,0.5,0.08333333333333337
2673,2007/08,2007-10-27,Sunderland,Fulham,1,1,D,0,1,A,8.0,8.0,6.0,3.0,9,1,13,16,1,4,1,0,False,0,0,1,Draw,1,1,0.0,3.0,8,-3,-3,1,0,-1,2,0.75,0.16666666666666666,0.375,0.3333333333333333,0.375
2674,2007/08,2007-10-28,Bolton,Aston Villa,1,1,D,1,0,H,13.0,8.0,6.0,3.0,7,3,15,13,2,1,0,0,False,0,0,1,Draw,1,1,5.0,3.0,4,2,1,0,0,1,2,0.46153846153846156,0.16666666666666666,0.375,0.3333333333333333,0.08653846153846156
2675,2007/08,2007-10-28,Derby,Everton,0,2,A,0,1,A,5.0,7.0,2.0,3.0,0,2,11,12,1,1,0,0,False,0,1,0,AwayWin,0,3,-2.0,-1.0,-2,-1,0,0,-2,-1,2,0.4,0.0,0.42857142857142855,0.6666666666666666,-0.028571428571428525
2676,2007/08,2007-10-28,Liverpool,Arsenal,1,1,D,1,0,H,11.0,11.0,8.0,4.0,4,1,16,10,3,3,0,0,False,0,0,1,Draw,1,1,0.0,4.0,3,6,0,0,0,1,2,0.7272727272727273,0.125,0.36363636363636365,0.25,0.36363636363636365
2677,2007/08,2007-10-28,Tottenham,Blackburn,1,2,A,0,0,D,9.0,9.0,6.0,4.0,10,2,11,14,4,3,0,0,False,0,1,0,AwayWin,0,3,0.0,2.0,8,-3,1,0,-1,0,3,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.2222222222222222
2678,2007/08,2007-11-03,Arsenal,Man United,2,2,D,0,1,A,16.0,10.0,6.0,4.0,3,4,15,15,1,2,0,0,False,0,0,1,Draw,1,1,6.0,2.0,-1,0,-1,0,0,-1,4,0.375,0.3333333333333333,0.4,0.5,-0.025000000000000022
2679,2007/08,2007-11-03,Aston Villa,Derby,2,0,H,0,0,D,15.0,8.0,7.0,2.0,7,4,7,20,0,3,0,0,False,1,0,0,HomeWin,3,0,7.0,5.0,3,-13,-3,0,2,0,2,0.4666666666666667,0.2857142857142857,0.25,0.0,0.21666666666666667
2680,2007/08,2007-11-03,Blackburn,Liverpool,0,0,D,0,0,D,15.0,11.0,7.0,7.0,6,3,7,11,0,1,0,0,False,0,0,1,Draw,1,1,4.0,0.0,3,-4,-1,0,0,0,0,0.4666666666666667,0.0,0.6363636363636364,0.0,-0.16969696969696968
2681,2007/08,2007-11-03,Everton,Birmingham,3,1,H,1,0,H,16.0,7.0,9.0,6.0,6,5,14,22,0,1,0,0,False,1,0,0,HomeWin,3,0,9.0,3.0,1,-8,-1,0,2,1,4,0.5625,0.3333333333333333,0.8571428571428571,0.16666666666666666,-0.2946428571428571
2682,2007/08,2007-11-03,Fulham,Reading,3,1,H,1,0,H,9.0,13.0,7.0,6.0,8,9,11,6,3,0,1,0,False,1,0,0,HomeWin,3,0,-4.0,1.0,-1,5,3,1,2,1,4,0.7777777777777778,0.42857142857142855,0.46153846153846156,0.16666666666666666,0.3162393162393162
2683,2007/08,2007-11-03,Middlesbrough,Tottenham,1,1,D,0,1,A,5.0,9.0,3.0,4.0,6,7,13,8,1,0,0,0,False,0,0,1,Draw,1,1,-4.0,-1.0,-1,5,1,0,0,-1,2,0.6,0.3333333333333333,0.4444444444444444,0.25,0.15555555555555556
2684,2007/08,2007-11-03,Newcastle,Portsmouth,1,4,A,1,3,A,14.0,10.0,7.0,7.0,4,5,15,15,2,2,0,0,False,0,1,0,AwayWin,0,3,4.0,0.0,-1,0,0,0,-3,-2,5,0.5,0.14285714285714285,0.7,0.5714285714285714,-0.19999999999999996
2685,2007/08,2007-11-03,Wigan,Chelsea,0,2,A,0,2,A,10.0,13.0,3.0,7.0,4,3,16,9,2,1,0,0,False,0,1,0,AwayWin,0,3,-3.0,-4.0,1,7,1,0,-2,-2,2,0.3,0.0,0.5384615384615384,0.2857142857142857,-0.23846153846153845
2686,2007/08,2007-11-04,West Ham,Bolton,1,1,D,1,0,H,9.0,11.0,7.0,6.0,8,3,13,13,2,1,0,0,False,0,0,1,Draw,1,1,-2.0,1.0,5,0,1,0,0,1,2,0.7777777777777778,0.14285714285714285,0.5454545454545454,0.16666666666666666,0.23232323232323238
2687,2007/08,2007-11-05,Man City,Sunderland,1,0,H,0,0,D,7.0,8.0,3.0,2.0,2,3,11,14,0,1,0,0,False,1,0,0,HomeWin,3,0,-1.0,1.0,-1,-3,-1,0,1,0,1,0.42857142857142855,0.3333333333333333,0.25,0.0,0.17857142857142855
2688,2007/08,2007-11-10,Derby,West Ham,0,5,A,0,1,A,9.0,16.0,2.0,11.0,4,5,12,9,2,2,0,0,False,0,1,0,AwayWin,0,3,-7.0,-9.0,-1,3,0,0,-5,-1,5,0.2222222222222222,0.0,0.6875,0.45454545454545453,-0.4652777777777778
2689,2007/08,2007-11-10,Liverpool,Fulham,2,0,H,0,0,D,20.0,5.0,12.0,3.0,8,2,9,12,0,2,0,0,False,1,0,0,HomeWin,3,0,15.0,9.0,6,-3,-2,0,2,0,2,0.6,0.16666666666666666,0.6,0.0,0.0
2690,2007/08,2007-11-10,Sunderland,Newcastle,1,1,D,0,0,D,19.0,9.0,8.0,5.0,7,4,10,15,1,2,0,0,False,0,0,1,Draw,1,1,10.0,3.0,3,-5,-1,0,0,0,2,0.42105263157894735,0.125,0.5555555555555556,0.2,-0.13450292397660824
2691,2007/08,2007-11-11,Birmingham,Aston Villa,1,2,A,0,1,A,13.0,13.0,8.0,6.0,8,5,17,8,3,2,0,0,False,0,1,0,AwayWin,0,3,0.0,2.0,3,9,1,0,-1,-1,3,0.6153846153846154,0.125,0.46153846153846156,0.3333333333333333,0.15384615384615385
2692,2007/08,2007-11-11,Bolton,Middlesbrough,0,0,D,0,0,D,15.0,8.0,7.0,7.0,6,7,16,22,1,2,0,0,False,0,0,1,Draw,1,1,7.0,0.0,-1,-6,-1,0,0,0,0,0.4666666666666667,0.0,0.875,0.0,-0.4083333333333333
2693,2007/08,2007-11-11,Chelsea,Everton,1,1,D,0,0,D,15.0,6.0,10.0,2.0,9,1,13,16,2,2,0,0,False,0,0,1,Draw,1,1,9.0,8.0,8,-3,0,0,0,0,2,0.6666666666666666,0.1,0.3333333333333333,0.5,0.3333333333333333
